,reviewerID,summary
339,A18NLZKJBSZBD8,Valkyrie Rising Boomtown Craze Breakers Series: Books 1-3 Beyond The Edge The Contact Episode 1 Warrior's Scar Dark Space 1 - 3 Warrior's Blood Fort Liberty: Volume One Remo Warrior's Realm Yorktown: Katana Krieger #1 Rolling Thunder Intention Press Gang Their Darkest Hour
340,A18NN9PTR1L90B,Darn good series Surprisingly Good it's really quite excellent Good ending to a fine read Very entertaining read
341,A18O0N0QI055FU,Didn't finish. Okay Great Fix your mistakes! great ending Beautiful story Great series loved this series love it
342,A18O6AG8PO6E81,Five Stars Five Stars Great middle book in the silo 49 saga Five Stars will humans survive or the zipps take over
343,A18OKE8RLN6JVV,Excellent series! Great Read Great book in the series Great Series Enjoyable Read
344,A18P20NIGLMIYV,Enjoyed it. Addicted Nearly Immediately Happy Entertained Series is Fab Stumbled on it Loved it Coninue to love it So Very GOOD Loving the series More of the Same Quality
345,A18PNG8Y66E7R2,"The legend is new! Deeply philosophical Great concept--difficult translation into written form. Good premise, needs editing Get a dose of giggles! Time Travel Twists"
346,A18QPXJUE7FD75,Enemy of Man The Breakers Series : Books 1-3 Sky Hunter Beyond the Event Horizon (book 1) White Tiger ( book 1) Birth of an Empire ( book 1) Extinction: The Warriors Return
347,A18ROSWYP95PQ8,I liked it :) I like this book This is a Good Read :) It is a good read: ) I like this Book A Good Read
348,A18SZWCF5882S1,Passing time Enjoyable Enjoyable Short Who is?
349,A18VLA6HPU8CNK,Its a great read Five Stars Five Stars Another great read Must Read! Five Stars Another good read This series is wonderful. At first Five Stars Once again another great novel to read
350,A18VQE9X9MWHJX,missed the mark. good free read German to English space opera One Star can be read by itself McFarlane does it again Three Stars Four Stars Book 4...... Glad it was free I payed $2.99 for this? (Young) wing commander! Predictable Wasn't bad.....Nice change A different space opera
351,A18WIITG68G0NE,"Loved this fresh take on military space opera--I can't recommend this enough Heckuva series More Please! Could've been great Good, but, not the best in this series. Great Disappointing"
352,A18Z86L83VMIU2,Good character development Five Stars Five Stars Good read. Five Stars
353,A18ZHLQGHGCWIJ,"Great sci fi story! Wow!!! What a great read! A great read! Not bad, could use some polish... Excellent story!!!! Please hire a proofreader! Excellent story! Not your ""typical"" zombie apocalypse book!!! Great story! Great story, needs some editing! For the price, it's ok Weird fleet designations"
354,A18ZOH9KTQ99CZ,"A rare ""FREE"" book! I'm cheap and was compelled to buy the entire series! Addictive read Habit forming Too dang short Another great read!"
355,A190KHF278ANDV,Just gets better and better Gets better and better So good Love this series Not a bad read Awesome series!!!
356,A190TSUIRJIFUK,For the love My everything... Identity crisis I knew you were mine.... Destined Refreshing!!
357,A191MVRBP7VAA7,"Wanting more Dingus Strong characters, gritty environment Humor, gamer culture, sex, violence, exploding bluebirds...more, please! Cue the 'Twilight Zone' music... A lot of character in a small package"
358,A193EA78YXID0N,Better than the next one... Meh.... Fun Read Great Read Totally Fun Read with Likeable Characters
359,A193H2PEBHIWQO,Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars yup
360,A193T4HDC8O4HM,"Good Solid Military Sci-Fi...Fun and Entertaining A fun read, I am on to the next in the Series loved the story, can't wait to read the next one in the series. Fast action..no wasted words, very hard to put down. I can't remember jumping over a single paragraph. A little love, a little blood,  and a whole lot of being human."
361,A195CNOUUIT4SU,New world Alien bride Quick change World Good story
362,A19667Y3NLAUAL,"One of the best Sci-fi series, EVER!!!!!! Engaging, thoroughly entertaining, and an outstanding read Outstanding Supernatural Romance Adventure!! One of the best Sci-fi series, EVER!!!! Not worth the price! Don't bother Absolutely freaking Amazing So freaking Amazing!!! Outstanding Book So freaking Amazing Outstanding Short Story!! One of the best Sci-fi series, EVER!!!!! Another great story to add in this amazing series!! Great Book Outstanding Series Outstanding Book"
363,A197K9TWDPSSOU,A Wonderful Read! A Great Book! Great book! Wonderful! A very good book!
364,A197RQN91F62VZ,"Meet Ellie, the first to realize and act when no one else would pretty formulaic and superficial Distracting grammar/spelling hurts the story The geographical setting was the best part of this story Much better than the first in many ways! I look forward to the 3rd book."
365,A197W8MNF706HT,not horrible much too short nice not too bad excellent well???? different well... loved it another good serial? wow although good.... first off not bad... gah!! 50/50 aggggg! it can't be over yet! well... very good noooooooooo depressing but..... oh boy.... oh I am still loving this OMG!!! Which one is it??? she does it again pleasently  surprised Great end I really liked this excellent not bad very different dystopian take Karma
366,A198E18E1LA3BE,Great book Great Read Great Series Really good start to this series Enjoyable and Entertaining Read
367,A198VXVTHHIZJ7,Rinelle Grey : Reckless Rescue AN REINE Oaths of Blood SM REINE Prenstural Affairs Books 1-3 Witch Hunt SM REINE Ashes and Arsenic Hailey Edwards Black Dog Book 3 Alien Warrior ( Zerconian Warriors Book 1 ) by Sadie Carter Alien Lover ( Zerconian Warriors Book 2 ) by Sadie Carter Uoria Mates complete series  by Ruth Anne Scott Alien Mate ( Zerconian Warriors Book 3 ) by Sadie Carter Lila Felix: Lighting Sealed (The Lucent Series Book 2 ) Jaymin Eve Dragon Dragon Mated: Supernatural Prison #3 Vi Voxley: Alien General's Fated Sweet Alien Savage ( Zerconian Warriors Book 4 ) By Sadie Carter Vivienne Voxley : Alien General's Beloved : Alien Romance Margarita Gakis ; Dry Spells (Covencraft Book 4) HARMONY Raines: Allies Alien Lottery Romance Alien Savior ( Zerconian Warriors Book 5 ) By Sadie Carter Aya Morningstar : Cygnus Vi Voxley : Daegon: Alien Warlord' s Conquest Great SciFi Alien Romance/ C.F. Harris SM Reine  Moon of the Terrible SM Reine Red Rose Moon Her Alien Savior. By Elle Thorne His Human Hellion : by Elle Thorne Shelley Munro: Janaya( Alien Encounter Book 1 ) Maya Kane The Alien King Maya Kane The Alien King:Alpha
368,A199JTEZZL824C,A work of art! Ecstatic! Amazing!! Lost for words! Five Stars
369,A199YXNUJNG8U9,"Left-handed dry humor in every page Fun, but sad too seamless storytelling Good Read Quick but funny Fast Paced, good plot, funny Adventure and Fun Xen's Princess Adding depth to Target 42"
370,A19A83SNJZYJCB,Awesome sequel! Supernatural Thriller Takes You on a Bumpy Ride. HANG ON! Fantasy at its best! I was hooked! Awesome!
371,A19AA3GCSATIWG,Preppers will enjoy this story short but well written a very interesting book Very well written and believable. Short but interesting An Excellent ebook An unexpected ending a very good book to read slightly different survival story well written enjoyed this book Excellent Another winner An excellent book An excellent story very real possibility As good as the first book Good book An excellent book Very realistic Great story Terrorists attack America
372,A19BJSUCAJD93Q,Five Stars Five Stars Five Stars Five Stars Five Stars
373,A19BKX57EY6T95,"Great First book in the Series WOW! Loved both Melier Novels!  Fresh & Surprising Action, Sex Scenes & World Build - Really Hoping for More from this Author! Promising author - the first book in series was okay - enjoyed the others more Fun read - nice world build - helps to read the series in order WOW! Loved both Melier Novels! 2nd as Great as 1st! Fresh & Surprising Action, Sex Scenes & World Build - Really Hoping for More Hero has the right stuff; Heroine is detached, obsessive & delusional - a whack job. Yuk - couldn't finish it. An enjoyable end to an interesting series by a new-to-me author - had to go back & buy the series! Premise & World build - boring and unappealing to the point of Ick - Didn't make it past a couple of chapters A Good Read - nice storyline development The last of the books in this 5 book series that I really liked Good Promise - Not Quite Delivered; Hero Flatter; Weird storline twist Fun read once I realized this was not a gargoyle series extension Heroine unappealing; Hero great potential; Situation had great potential that didn't delivery; weird plot twist continues Expensive Short Story - Too Many Suspend Belief Moments made me Abandon the Read - Too Aggravating"
374,A19CH20JQBJJM2,Five Stars I enjoy reading his work as it holds me even longer ... really good read. could be made longer tho' I think ... i enjoyed reading this story Five Stars Excellent read. Different than normal choice. Five Stars Five Stars
375,A19CUPLQXQ5YKO,"Well done Fun read, great story. Great start. Fun story. A fun romp. Unreadable Oh no, the next one isn't here. Great start Great start Great second book in what I hope will be a ... Five Stars Great read Great read...until the ending"
376,A19HWIWMJ9GY9H,"""The Outcast"" tells the personal story of a young girl who dreams of a better life among the stars New angle to a familiar face! Addictive!  Suspensionful! Compelling. Enjoyable.  Thought provoking Wow! Christopher Nuttal does it again! Last in The Empire's Corps series lives up to the rest.  Must read."
377,A19I4MLUGD1NHS,Four Stars Great read. Kept you wanting  more. Kept you wanting more Great series Great series to read. Five Stars
378,A19JPROF2J4PA4,"Danger, Intrigue, Corporate Espionage Korval short stories Only flaw- it's a short story Really Good Aida, The New Honor Very Good"
379,A19JV0C4TUKD6Z,Very Good Overall Gifted Writer... a must read Great Zombie & Survival Story! 4.5 Stars Continuation of First Book
380,A19L2U5M69ZK54,this is one of Chris' best book put it up with First Strike if you ... Another Winner Five Stars Very good I rate this story as good as I have ... Five Stars Five Stars wonderful story a good second volume can not wait for ... Nuttall enjoyed all of the book Four Stars One of the best period good fast moving series something I have found with Ms ... Five Stars Niall Teasdale is one of the best story tailors and this book continues a fine tale ... ... Bowers writes well and all his books are very good this series is sci-fy with an old west twist
381,A19MQI49YCA5SK,The best science fiction story I've read in years. Poignant I should have read the sample before purchasing Pleasant space adventure Cliffhanger ending Pleasant science fiction adventure/romance. An interesting variety of shifters
382,A19MVJE2O6RRAG,Not bad Zombie Great series Pretty good Great series Got to love zombies Really good Not bad Great series Good book Good zombie book Good book Not bad Great book Great series A very good book Great book Great series Not bad Not bad
383,A19NGORM3TY078,Enjoyed the book and will read the entire series Great Series!!! Enjoyed the book and will read the entire series Great Series!!! Enjoyed the book and will read more from this author. Good Book!!! Enjoyed the book and will read more from this author. Good Book!!! Enjoyed the book and will read more from this author. Good Book!!! Enjoyed the book and will read the entire series Great Series!!! Enjoyed the book and will read the entire series Great Series!!! Enjoyed the book and will read the entire series Great Series!!! Enjoyed the book and will read more from this author. Good Book!!!
384,A19OEO25QQFGPA,"Love sethran Very good Great book Surprisingly good book good book but not great, had high hopes because  i love this authors books Great book Loved the story line Very good series Very exciting"
385,A19Q3XFE7ZG21E,"Great Zombie Book Awesome,Awesome read,Could not put this book down Awesome,Awesome read,Could not put this book down Deadlocked 7 was great All 4 books in the series was absolutely fantastic, this is the 4th book and just like ... fantastic. I have read every one of the Dead ... Loved it absolutely fantastic loved this book absolutely loved this last and third book in the series"
386,A19QCWUPTEZZK5,Four Stars Five Stars Five Stars Five Stars Five Stars
387,A19QIIBSKSNMD0,"great read good read the makings of a great story......... okish To the Author,,,,,read more novels, study How they are written."
388,A19QTJTITOURQE,"You will be sucked in Excellent story , old west meets apocolypse Awesome addition to the world of Wool Best apocalyptic fiction Ive read in a long time Well written and engaging Fun story Very entertaining read!"
389,A19RFYOF76Z5BS,A good read a little disjointed. loved it. great sequel a riveting story Sentences can be longer than 6 words
390,A19SF1BE9KYFYO,"Enjoyable adventure series Middle Book Syndrome for the series Ell Donsaii #9 A little over the top, but enjoyable. Donsaii #10 ARC, not really finished version Family Law #2 (Very nice) Admiral's story in the Star Commandos universe Too bad it didn't work Like father, like daughter 3.5 stars Koban #5 Missy #5 Fourth Fleet Irregulars #4 Wild Hunter #4 Portals of Infinity #6 April #7 Fourth Fleet Irregulars #5 I liked it Death Dealer #4"
391,A19SOE4DWAQ064,Good Read! Enjoyed this book a lot! Enjoyed it. Great Read! Fun Read Worth the read
392,A19SQL4C8TQFWS,"Advances in Science Fiction Wonderful SF Read A New Star in Space A Very Entertaining and Well Detailed, Believable Scince and Fiction Read Interesting and Imaginative"
393,A19T1A4TS1WHOZ,but you miss out on line when you make the font larger for blind readers like me. Conspiracy Different Is it mystery?... It's OVER?!? Primo space opera Stockholm Syndrome Nifty space adventure Every child's nightmare Original MOAR robot? Bittersweet Confusing But what about the aliens? Great story A recluse A book for the guys It's fun. A different slavery Well researched... Flows well Nifty cyborg vision Among aliens Great start They said cockroaches would survive Apocalypse Slow start An old story A book of a manly man Weird Quite an adventure Wow!
394,A19T7R8I566N5Y,"I really hate e-books short Good read Good book Excellent read, as usual Just go to pornhub instead"
395,A19TH1TTGZRJTG,"I liked it, but I remember it suffering it places. Just as good as the other. YA will eat this up Good but its a short story asking for full price I liked it a lot, but a little less than the 2nd Loved it, Pulp fun. Pretty Concise, Does something novel Well done bud If you're just looking for a good e-book this will be that for ya"
396,A19UNXVL898I30,I have enjoyed everything that I have read from Saxon Andrew so ... I have enjoyed everything that I have read from Saxon Andrew so ... Hooked on the series Four Stars Four Stars Five Stars
397,A19VW07IUHNV1R,Yay! Another Word & Void story. I love Science Fiction! I love Science Fiction! I love sci-fi Good sci-fi Great sci-fi I love Science Fiction! Good writer! I love Science Fiction! Good sci-fi I love Science Fiction! Good sci-fi Good sci-fi Fast reading and exciting. I love sci-fi
398,A19WTUQI42GVOL,"Three Stars Good book, at least parts of it Started reading it. Soon put it down, never ... I suppose it was an O. K. book ... Gave two stars as that means I did not like it. Two Stars Better urban fantasy out"
399,A19WWRI87XS002,A novella about the series by Williams One of many great Megapacks Hugo Award winner Heads up! SF buffs. Check it out! Good fantasy of science fiction It almost feels like other times and places... The story was good but i was very disappointed that it was not ...
400,A19XD97NH4GJXR,"Depraved, ugly, nasty and evil Avoid this book highly recommend great book can't get better than this Booring... blechhh read this one. Could not finish it Top notch mediocre collection at best Epic sci fi confusing and poorly written Great second story in the series."
401,A19XIWWTUCL0ZC,Great read Family values Good Book Loved this new adventure Always read in one day
402,A19ZKO7I1RKY2Q,Great story! Five Stars Five Stars Five Stars Great read! Very entertaining Great read! Very entertaining Five Stars
403,A19ZWD1G5UXOFB,GREAT Great.. Sy Great story line Another fantastic story from Daniel
404,A1A14RQ57YVN8E,This series is great! Loved this series I loved this book Five Stars Five Stars
405,A1A209MTVLFCJJ,A book you you want to finish Just as good as the first 2 books You did good Mr Brown Just a good book Not as good as the first one When's the next one come out? A book easy to get sucked into. Things are happening I like the story Where is volume 4
406,A1A3HG2DZ9T2UZ,Great series!!  Read them all! Great series Wow again! ... finished all 12 books in this series and have enjoyed each one The world of our future? I am on the 4th and last book of this series and have enjoyed all Kevin George's books I enjoyed every minute of this book and was actually a ...
407,A1A3OJK0LLOR9B,"review for the ""Inner Circle"" Comet Clement Books 2&3 Book #4 Book Evacuation Book: Impact Comet Clement series"
408,A1A4BSCU1PX7EX,Must read -- Gerat series of books!! Must read -- Gerat series of books!! Must read -- Gerat series of books!! Great book as always!! Lost interest shortly into the story
409,A1A4QPHT6CGFQR,Five Stars This author keeps you interested the whole way through even ... Five Stars Five Stars Five Stars
410,A1A5HOL8QL0OLN,Great fun story. well done Disappointing I LIKED IT Not for me!
411,A1A6KB3O3GANX0,"Nice cozy romantic fantasy An SF romp Excellent continuation A comic style book, but have a dictionary handy A steady start Probably not best as a stand-alone book Highly entertaining SF"
412,A1A89IXYXC0A7K,"Very enjoyable read Great story, bad editing! Interesting political space opera In the top five Very good Left me dangling! Enjoyable Still good Comforting read I continue to be entertained by this series Fun read Very good read Entertaining Good read OK but confusing Entertaining with a speedbump Good read"
413,A1A8PBZ4C4FRJ8,"Fantastic Series I enjoyed it Better than the first book! Short, But Sweet! Series Still Rocks Average Story! Good, but hard to follow sometimes! Lions Rule! Very Good Story! Good Continuation of the Series Each Book is Better than the Last Great Ending Excellent Novella That I Wish Was A Novel! Excellent with a capital ""E"" Great Military Sci-Fi. You won't be disappointed! This series still has it Simply Awesome! Simply excellent!!! Good AI Story Good Story! Still good, but getting repetitious Good second book Best book in the series thus far Reminds me of John Steakley's ""Armor"" This series still rocks Long, but good Simply Great Good Book with Lots of Action Excellent ending to a great story Very Good Vampire Story Not as good as first book Seems rushed Confusing"
414,A1A8PX4IVS430K,Great start to the series Great Read start with the prequels. Code Breakers is Awesome Great next read
415,A1ABC6VAHUEC35,Great read! Great read. Scary Love the moth saga books!1 Five Stars
416,A1ACUN6A2LYVMW,"Simple Sci-Fi love story... Brilliant and very entertaining... Still loving it! so good.. Five Stars Just okay for me... Nothing much has changed... Ding Dong the Frankensteins' are dead... Out of control awful... Meaty with lots of treachery... Possible the author choked for the money... Yeah, answered questions... Limited detail... Kyle, Kyle, Kyle... Surprisingly very good... Authors please read... Solid story... Not your average wolf tale..."
417,A1AD3JYNAP4LIW,Very exciting kept me on the edge of my chair! Keeping me in my toes and not are they bent!! Freedom then fight for their lives! The Empire's steward is showing his true insane colors Great magical suspense Another Great Adventure with Calvin Another great adventure with a touch of romance So Sad Series is Over!
418,A1ADMGEIE1Y7JR,Good stand alone story Fun and believable Four Stars some ended without any real point others were just boring. Five Stars
419,A1ADQQ0YL3TU6W,Good fun Vampire read Absolutely one of the best in the Z genre Really??? A great way to spend 99 cents! It starts rough but.... Keep on writting like this!!!!
420,A1AE5GP7DGGYSZ,"An entertaining series sample -- I'll definitely try these books! Excellent introduction -- I hope the full-length novels maintain this tone. I plan to read more of Pope's stories, Gaian Consortium et al. A fun twist on classic fairytale tropes I always enjoy Lindsay Buroker's fantasies Prince Not-charming-at-all doesn't realize the others (the actual leads) have such a low opinion of him Another fun, exciting, likable space opera from the Central Galactic Concordance Short but FUN, and perfectly illustrates the characters! As a complete story-arc, 4.0 on Amazon, 3.5 on Goodreads 3 stars Amazon; 2.5 stars Goodreads: just a prologue Just a fun short, ""along the way"" I like Sgt. Yara, the ambivalent new addition to the team, and her PoV. The Kyattese isles prove none-so-peaceful for Rias. A satisfying conclusion. 3.33 stars, for all the collateral casualties, plus ""Part I"" cliffhanger. Another ""I liked it, w/reservations."" Good ending, though."
421,A1AE64O24OW7JT,great! great read wonderful trilogy short stories Intriguing
422,A1AFGQGTS66UYY,"Three Stars Three Stars Four Stars Insight into Sicarius' character. Four Stars Four Stars Three Stars Well written. Intriguing plot an characters. Four Stars The plotting is tight, and keeps you guessing. Well written and plotted. Interesting world and characters. ... Not interested. I will give him 4 stars for well developed characters and world building. I had forgotten how much fun Royce and Hadrian are Really enjoyed this series Three Stars The author does a very nice job in capturing the look and feel of Australia Three Stars Four Stars Story was introduced with too much detail mixed with backstory ... Enjoyed 3 of the 10 books even if you only find a couple that you like. I like books like this cause it's a ... I enjoyed this series very much Four Stars Two Stars Three Stars Three Stars Three Stars Three Stars Three Stars Well written and plotted. Three Stars Three Stars Three Stars Three Stars"
423,A1AGR3VCVEX071,Black legion series The Human Divison The Human division # 4 The great betrayal Battlefield Alamo series Stepping up Jesse's starship
424,A1AGXX0C9BGC8J,Great as usual! Awesome! Oh my gosh!! Awesome as always! Another great one 
425,A1AHOGFCIF2XHG,Great read! Great read! Great Read! Sci-Fi Master Story Teller GREAT READ Great Read!
426,A1AKDDP9CDTMOD,"a smashingly good summer read a great start to a new series it just keeps getting better! I love that they are expanding the ""spineward sectors"" I like the direction of this series 5 star"
427,A1AKIDCVHYWIHF,I HIGHLY recommend reading the Transformation series love it I HIGHLY recommend reading the Transformation series anything that Stacy writes is a MUST READ!!! amazing series awesome read
428,A1ALOYPI54FUF,"Great story another great story, I cant wait for the next chapter ... Five Stars Five Stars Five Stars I enjoyed this on as much as the rest and look ... I love this series and look forward to the next"
429,A1AO6T0O0RM7SZ,"A true erotic tale that has a breath taking storyline Beautiful short story Wonderful Love story Some Breathtaking, Learning about the past Four Stars Breathlessness and Well written True strong love with a wonderful plot Wonderful It has all that is needed for a well balance book."
430,A1APNR15UXR4JT,NICE START GOOD SEQUEL TO C.R.O.W. VERY NICE START ANOTHER GREAT SAGA IN THE SAFEHOLD SERIES DYSTOPIAN EARTH - VOLUME SEVEN WOULDN'T BE SURPRISED TO SEE THIS BECOME A MOVIE !!! STEADY IMPROVEMENT THROUGHOUT THIS SERIES THE TIME HAS COME FOR HOLLYWOOD TO FILM A FRESH NEW SCI-FI MOVIE SERIES ... EXCELLENT FIRST BOOK BY A PROMISING NEW AUTHOR WORK GREAT !!! WELL INTENDED - BUT MISSES THE MARK BE FOREWARNED ... THIS IS A TWO-PART BOOK AND WE HAVE NO PROMISE DATE FROM THE AUTHOR FOR PART TWO. PLENTY OF ROOM TO IMPROVE AN ENTIRELY HONEST REVIEW READER'S CHOICE CONCLUDES IN A GOOD PLACE
431,A1AQH188HO50R9,"another great piece of fan fiction! great book, short but fantastic loved it great...read in one fell swoop great book! another great Fan fiction masterpiece Good, compelling story but huge problems with narrative point of view short but good!"
432,A1AR6ZVHOTLVK5,"Review: Real Lies by Liana Brooks Review: Steam, by Jessica Fortunato Review: The Raid, by Keary Taylor Review: Seeded, by Benjamin Descovich Review: The Misanthrope, by S.M. Boyce Review: Going Somewhere Else, by Amber D. Sistla Review: Sergeant Riley's Account, by Michael K. Rose Review: Blood Artists, Jonathan Moeller Review: Memoirs of a Sorcerer, by Lana Axe Review: The Last Zombie, by R.J. Spears Review: Pixie Tamer, by Megan Haskell"
433,A1ARK8T9CJKEH4,"A great time in Faire Loved this book! More TJ, please! Loved the witches Another great book! Another great book! Another great book! Thanks for this book and the next one - just started it. I was surprised that these came up so soon - but I'm so glad they did!"
434,A1AS34JXZEJB5D,Nice! Fantastic romp! Good! Could have been more! Love! Love! Love! Book 1 was much better Wish it had delivered more
435,A1ATOGVHDH60U1,Great storytelling! Excellent new series A good addition to his universe Excellent military SF Nice beginning to the series Enjoyed it a lot A great addition to the series Great episode in the book series
436,A1AVDYMPBIAMWZ,"Sky Hunter is classic Sci-Fi Foothold. The Story of Mankind's First interstellar colonization by Dennis Ingram is Sci-Fi that has a grasp on reality. Home: Interstellar: Merchant Princess is worth the read. My review of the ""Queen of Arlin"" The Forbidden Army (The League of Planets) by Hennk Rohdin is an entertaining if not exciting Sci-Fi detective story. Naero's Gambit by Mason Elliott is entertaining Sci-Fi which you don't want to stop reading once you begin. Episode #1 - ""Torn"": Star Chasers (Volume 1) was a mystery and it wasn't intended to be one. Naero's Fury by Mason Eliot is ""can't put it down"" Sci-Fi at its best. Naero's Trial: Naero's War is Elliot Mason's best yet in the Naero series. The Seasoning by Dennis Ingram is great Sci-Fi that leaves the reader wanting more. The Gamma Quadrant by Mason Elliot appears to conclude the Naero Mareis series with a happy ending."
437,A1AX13QE4SUV06,A first class series A first class series A first class series A slam banger or more appropriately a good s*** kicker. It rolls and roils! Beyond Excellent Read
438,A1AYA88N26XW9I,"Interesting concept Gorgon, eh? New one by me. Another excellent Woodland Creek ebook. So that's where all the models come from! Memory. A nice thing to have. Nice. Just nice. Good as an intro, too."
439,A1AZ1NXGGP6LDX,Good Ok story Disappointing Another good zombie tale Another good one from Chris Ward Good short story Good Book Excellent short story Good zombie stories Good story of future A.I.
440,A1B031MYE1NTU5,Great World Building and ScFi Romance Romantic Relationship Fell Flat Fun ScFi with Strong Likeable Characters Great read - two love stories Engaging Story with Light Romance
441,A1B26IFY4K0VTL,Huge Classics Collection at a Great Price Exciting and Thought Provoking Fast Moving and Thought Provoking A Mind and Time Bending Adventure 2 Offbeat Stories About Love
442,A1B39IGLV2W0GE,"Alpha's Decision Eeny Meny, Miney Mine !!# Dali Does Jim.!! And Likes It !! Vampires and Wolves Don't Mix 13th Book is the Luckiest Number for a Dragon !! Hot Berserker Hero !! Excellent story, read the info before starting ."
443,A1B5VNATG6QDM5,Brian O'Gorman's international best seller returns Five Stars One Star must read Five Stars
444,A1B689CLZ01R2Z,Page Turner! Can't put this book down! Fantastic Series! End of the World? Maybe not amazing twists and turns! well worth theread
445,A1B6K2PDTYVW3V,"Western and Sci-Fi? An unlikely combination that only John Bowers can pull off. Amazing work of fiction, whether you like Sci-Fi or not!!! John Bowers is a plotting machine. How does he do it?? Pure enjoyment from beginning to end. Another great, action packed read A truly great sci-go thriller Addictively good."
446,A1B7BVXKFVB8OA,Awesome! Pure Awesomeness Interesting start Enjoyable book Pleasantly suprised! Great story with some editing issues Another great book in the series! Great Book! Another great book! Excellent Another excellent book. Enjoyable short story! A excellent sci-fi story Great new series! Enjoyable Scifi What a great sci-fi adventure! Great addition to the series! Great Scifi!!!
447,A1B88VE5O3J9CQ,"Perfect fit for the series! A treat for epic fans of the series... So much awesomeness! So deliciously META! Completes The Relentless Warrior story and answers necessary questions. Sucked me in with a few bumps in the road... Started with a bang, but fell off for me from there... I needed this."
448,A1BA51O9MR5FW8,"A thrilling ride... High anxiety!!! It didn't, but it should have.... but over all an excellent read. Not his very best More, please.. A well written speculation Nuttall never ceases to amaze me. His story lines are parables for today ... So that's how it might go.... A fine  example.... What's next??????"
449,A1BAR4NVYCXOYY,"Five Stars Good read Five Stars Great fun, good scifi Five Stars"
450,A1BB77SEBQT8VX,Four Stars Four Stars Needs better editing. Good read though Four Stars Four Stars Same story different situation. No new twists but a good book.
451,A1BCKEOXDT8JW0,"Another hit. The beginning of a new series of books about a book! Not bad, Pieces are still coming together but its a promising start. Here there be dragons. Burned though the book. Power, Betrayal, Fantasy. If you like fantasy then give it a read. Things are getting interesting. End of a decent series."
452,A1BCVR2TC3WPUZ,Good book! Great story Love it! Give me more! Great scifi.
453,A1BD59VWAZBWOK,"Added some very interesting information Love the Irish myth The best Loki and Amy story yet! Great view of their future A wonderful collection of stories Games Faeries play that make you love reading A trickster story well worth reading Three Stars Perfect blend of adventure, politics, and humor"
454,A1BDZ8RTIS4WI9,good reading story starts somewhat disconnected but finds focus okay but... short but entertaining entertaining good story line Good story easy to read Well written & engaging Good story line good story well written Good story but? best of mr young Well written easy to read Great story engaging story line Good action good story line Just right This one was better that the other sin the series. Engaging story line
455,A1BE4HT8O21GY9,Five Stars good read Four Stars pretty good story Easy enough read
456,A1BGMJ7AL8UBB7,Another Harry Potter wannabe- Not an Author I'll read again. Excellent series! A fun ride New Author to me! She keeps the storyline moving! A fitting end Not Disappointed! Every one a winner!
457,A1BH80DBMS6TNY,"Lacuna: The Sands of Karathi The Paladins 4-Book Bundle Was Real Story Telling! good tale Fiona gental as a lamb, and unstoppable as an avalanche! Good read!"
458,A1BHGYQRM8J7YQ,"Enthralling Pros and ex-Cons? Must read after 1&2 Grand Finale A fairly decent start (sigh) Better & Better as we go! Unimaginable Enemy How many Earths do you see? Not to be missed! No, I won't accept it."
459,A1BI0BJL8RJGC3,"So disappointed! So disappointed! So disappointed! So disappointed! So disappointed! So disappointed! Amazing, awesome, wonderful books!"
460,A1BL38I9RPD3K1,"The Omen Machine Blooms of Consequence A Christmas Rose Baby, revolutions and family Quinn and William"
461,A1BLJSD75TTTJL,Five Stars Four Stars Four Stars Four Stars Four Stars Four Stars Four Stars Great read i want part 3 4 5 Five Stars Four Stars Five Stars Five Stars Four Stars Five Stars Four Stars Four Stars Four Stars Four Stars Five Stars Four Stars
462,A1BM686KPJKBMC,"I have always liked stories that wondered ""what if"" and this is one ... Nice Another one Five Stars Great Great Whoa!"
463,A1BMNHQ0T5S8ZS,Terrific Fiction Very Futuristic and Fascinating Fascinating Another Terrific Book by Suzanne Jenkins Fun Read
464,A1BN6AH5OMBU1X,"The tail goes on. Good writing and a good story A great book, full of action and suspense Great group of characters Another great book in the beginning of this series"
465,A1BNB4PUWWTRUF,Best Breakers book A story to savor and remember Not bad but too long Best of the four books The perspective from the boat made this book for me - unique A humanist view of civilization's end Far above the norm for this genre
466,A1BNEU30P854Y6,"Magical adventure Well worth reading A fun collection of cat tales Seeing the world differently A haunting tale, literally Identity crisis with overtones of magic A good sequel A difficult, dangerous journey."
467,A1BOBNYNNI3G3H,This was great book! It was always going and pulling me ... Great read juicy twist! couldnt put it down! Fantastic! A great story of steampunk and pirates and ... Fantastic Great conclusion
468,A1BOGJ99CXON09,Not a book Waste of time and money Too much detail Really good reasonable but not worth more than 3 stars at best Not a great read Excellent for a first novel Very good In spite of.. Good story but.... Great series so far For teenagers Great Too improbable
